[INFO ] [2022-10-02 18:26:35,671] Click to Register on the header
[INFO ] [2022-10-06 23:38:09,535] Select Month of birthday
[INFO ] [2022-10-06 23:38:09,568] Select Year of birthday
[INFO ] [2022-10-06 23:38:09,633] Input valid email to email textbox with: tessie.greenfelder@hotmail.com
[INFO ] [2022-10-06 23:38:09,713] Input valid value into password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:09,753] Input valid value into confirm password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:09,811] Click to Register button
[INFO ] [2022-10-06 23:38:10,670] Verify success message about valid email
[INFO ] [2022-10-06 23:38:10,721] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:38:11,243] Click on Log out button
[INFO ] [2022-10-06 23:38:12,134] Click to Register on the header
[INFO ] [2022-10-06 23:38:12,577] Input valid value into Firstname textbox with: Bobbie
[INFO ] [2022-10-06 23:38:12,641] Input valid value into Lastname textbox with: Auer
[INFO ] [2022-10-06 23:38:12,693] Select Date of birthday
[INFO ] [2022-10-06 23:38:12,965] Select Month of birthday
[INFO ] [2022-10-06 23:38:13,215] Select Year of birthday
[INFO ] [2022-10-06 23:38:13,470] Input exist email to email textbox with: tessie.greenfelder@hotmail.com
[INFO ] [2022-10-06 23:38:13,516] Input valid value into password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:13,553] Input valid value into confirm password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:13,603] Click to Register button
[INFO ] [2022-10-06 23:38:14,058] Verify error message about invalid email
[INFO ] [2022-10-06 23:38:14,108] Input valid value into Firstname textbox with: Bobbie
[INFO ] [2022-10-06 23:38:14,156] Input valid value into Lastname textbox with: Auer
[INFO ] [2022-10-06 23:38:14,197] Select Date of birthday
[INFO ] [2022-10-06 23:38:14,231] Select Month of birthday
[INFO ] [2022-10-06 23:38:14,263] Select Year of birthday
[INFO ] [2022-10-06 23:38:14,297] Input valid email to email textbox with: nichol.leuschke@hotmail.com
[INFO ] [2022-10-06 23:38:14,347] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-06 23:38:14,385] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-06 23:38:14,417] Click to Register button
[INFO ] [2022-10-06 23:38:14,692] Verify error message about invalid password
[INFO ] [2022-10-06 23:38:14,756] Input valid value into Firstname textbox with: Bobbie
[INFO ] [2022-10-06 23:38:14,796] Input valid value into Lastname textbox with: Auer
[INFO ] [2022-10-06 23:38:14,836] Select Date of birthday
[INFO ] [2022-10-06 23:38:14,869] Select Month of birthday
[INFO ] [2022-10-06 23:38:14,898] Select Year of birthday
[INFO ] [2022-10-06 23:38:14,989] Input valid email to email textbox with: nichol.leuschke@hotmail.com
[INFO ] [2022-10-06 23:38:15,032] Input valid value into password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:15,089] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-06 23:38:15,133] Click to Register button
[INFO ] [2022-10-06 23:38:15,397] Verify error message about not-matched password
[INFO ] [2022-10-06 23:41:41,858] Click to Register on the header
[INFO ] [2022-10-06 23:41:43,279] Select gender in checkbox
[INFO ] [2022-10-06 23:41:43,572] Input valid value into Firstname textbox with: Cleopatra
[INFO ] [2022-10-06 23:41:43,662] Input valid value into Lastname textbox with: Trantow
[INFO ] [2022-10-06 23:41:43,708] Select Date of birthday
[INFO ] [2022-10-06 23:41:43,979] Select Month of birthday
[INFO ] [2022-10-06 23:41:44,249] Select Year of birthday
[INFO ] [2022-10-06 23:41:44,521] Input valid email to email textbox with: horace.abshire@hotmail.com
[INFO ] [2022-10-06 23:41:44,577] Input valid value into password textbox with: n91x7srebofzu1i
[INFO ] [2022-10-06 23:41:44,638] Input valid value into confirm password textbox with: n91x7srebofzu1i
[INFO ] [2022-10-06 23:41:44,693] Click to Register button
[INFO ] [2022-10-06 23:41:45,791] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:41:51,772] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:41:53,414] Click to Log in button in login page to show required message at email
[INFO ] [2022-10-06 23:41:53,725] Verify required message at email textbox
[INFO ] [2022-10-06 23:41:53,777] Input invalid email to Email textbox
[INFO ] [2022-10-06 23:41:53,844] Input to password textbox
[INFO ] [2022-10-06 23:41:53,895] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:41:54,169] Verify error message at email textbox
[INFO ] [2022-10-06 23:41:54,213] Input not-existed email to Email textbox with: danelle.hills@yahoo.com
[INFO ] [2022-10-06 23:41:54,292] Input to password textbox
[INFO ] [2022-10-06 23:41:54,338] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:41:54,768] Verify error message with non-existed mail
[INFO ] [2022-10-06 23:41:54,819] Input existed email to Email textbox with:  but not input passwordhorace.abshire@hotmail.com
[INFO ] [2022-10-06 23:41:54,864] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:41:55,338] Verify error message with empty password
[INFO ] [2022-10-06 23:41:55,377] Input existed email to Email textbox with:  but Incorrect passwordhorace.abshire@hotmail.com
[INFO ] [2022-10-06 23:41:55,429] Input incorrect password to password textbox
[INFO ] [2022-10-06 23:41:55,466] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:41:55,914] Verify error message with incorrect password
[INFO ] [2022-10-06 23:41:55,965] Input valid email to Email textbox with: horace.abshire@hotmail.com
[INFO ] [2022-10-06 23:41:56,024] Input correct password to password textbox
[INFO ] [2022-10-06 23:41:56,069] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:41:56,857] Verify home page is displayed
[INFO ] [2022-10-06 23:41:56,905] ---------PASSED---------
[INFO ] [2022-10-06 23:42:01,323] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:42:02,552] Pre-condition - Input valid email with: horace.abshire@hotmail.com
[INFO ] [2022-10-06 23:42:02,615] Pre-condition - Input to password textbox
[INFO ] [2022-10-06 23:42:02,657] Pre-condition - Click to Log in button
[INFO ] [2022-10-06 23:42:03,379] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-06 23:42:03,953] Click to Customer info button
[INFO ] [2022-10-06 23:42:04,394] Click to Female checkbox
[INFO ] [2022-10-06 23:42:04,665] Edit First name textbox with: Titus
[INFO ] [2022-10-06 23:42:04,707] Edit Last name textbox with: Hamill
[INFO ] [2022-10-06 23:42:04,750] Select Date of birthday
[INFO ] [2022-10-06 23:42:05,008] Select Month of birthday
[INFO ] [2022-10-06 23:42:05,265] Select Year of birthday
[INFO ] [2022-10-06 23:42:05,319] Edit email textbox with: malisa.kirlin@hotmail.com
[INFO ] [2022-10-06 23:42:05,371] Click to save button
[INFO ] [2022-10-06 23:42:06,096] Verify firstname display correctly with: Titus
[INFO ] [2022-10-06 23:42:06,134] Verify lastname display correctly with: Hamill
[INFO ] [2022-10-06 23:42:06,160] Verify email display correctly with: malisa.kirlin@hotmail.com
[INFO ] [2022-10-06 23:42:06,182] Verify date of birth display correctly
[INFO ] [2022-10-06 23:42:06,281] Verify month of birth display correctly
[INFO ] [2022-10-06 23:42:06,366] Verify year of birth display correctly
[INFO ] [2022-10-06 23:42:11,329] Click to Register on the header
[INFO ] [2022-10-06 23:42:12,658] Click to Register button
[INFO ] [2022-10-06 23:42:12,959] Verify Required message of Firstname field
[INFO ] [2022-10-06 23:42:12,993] Verify Required message of Lastname field
[INFO ] [2022-10-06 23:42:13,021] Verify Required message of Email field
[INFO ] [2022-10-06 23:42:13,047] Verify Required message of Password field
[INFO ] [2022-10-06 23:42:13,073] Verify Required message of Confirm Password field
[INFO ] [2022-10-06 23:42:13,149] Click to Register on the header
[INFO ] [2022-10-06 23:42:13,580] Select gender in checkbox
[INFO ] [2022-10-06 23:42:13,839] Input valid value into Firstname textbox with: Alphonse
[INFO ] [2022-10-06 23:42:13,894] Input valid value into Lastname textbox with: Kilback
[INFO ] [2022-10-06 23:42:13,932] Select Date of birthday
[INFO ] [2022-10-06 23:42:14,200] Select Month of birthday
[INFO ] [2022-10-06 23:42:14,452] Select Year of birthday
[INFO ] [2022-10-06 23:42:14,721] Input invalid email to email textbox
[INFO ] [2022-10-06 23:42:14,774] Input valid value into password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:14,815] Input valid value into confirm password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:14,858] Click to Register button
[INFO ] [2022-10-06 23:42:15,127] Verify error message about invalid email
[INFO ] [2022-10-06 23:42:15,163] Select gender in checkbox
[INFO ] [2022-10-06 23:42:15,416] Input valid value into Firstname textbox with: Alphonse
[INFO ] [2022-10-06 23:42:15,458] Input valid value into Lastname textbox with: Kilback
[INFO ] [2022-10-06 23:42:15,495] Select Date of birthday
[INFO ] [2022-10-06 23:42:15,526] Select Month of birthday
[INFO ] [2022-10-06 23:42:15,554] Select Year of birthday
[INFO ] [2022-10-06 23:42:15,587] Input valid email to email textbox with: erasmo.harris@hotmail.com
[INFO ] [2022-10-06 23:42:15,664] Input valid value into password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:15,707] Input valid value into confirm password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:15,754] Click to Register button
[INFO ] [2022-10-06 23:42:16,706] Verify success message about valid email
[INFO ] [2022-10-06 23:42:16,788] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:42:17,303] Click on Log out button
[INFO ] [2022-10-06 23:42:18,034] Click to Register on the header
[INFO ] [2022-10-06 23:42:18,471] Input valid value into Firstname textbox with: Alphonse
[INFO ] [2022-10-06 23:42:18,537] Input valid value into Lastname textbox with: Kilback
[INFO ] [2022-10-06 23:42:18,582] Select Date of birthday
[INFO ] [2022-10-06 23:42:18,844] Select Month of birthday
[INFO ] [2022-10-06 23:42:19,095] Select Year of birthday
[INFO ] [2022-10-06 23:42:19,369] Input exist email to email textbox with: erasmo.harris@hotmail.com
[INFO ] [2022-10-06 23:42:19,454] Input valid value into password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:19,494] Input valid value into confirm password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:19,531] Click to Register button
[INFO ] [2022-10-06 23:42:19,985] Verify error message about invalid email
[INFO ] [2022-10-06 23:42:20,047] Input valid value into Firstname textbox with: Alphonse
[INFO ] [2022-10-06 23:42:20,096] Input valid value into Lastname textbox with: Kilback
[INFO ] [2022-10-06 23:42:20,136] Select Date of birthday
[INFO ] [2022-10-06 23:42:20,169] Select Month of birthday
[INFO ] [2022-10-06 23:42:20,202] Select Year of birthday
[INFO ] [2022-10-06 23:42:20,230] Input valid email to email textbox with: quinn.koelpin@yahoo.com
[INFO ] [2022-10-06 23:42:20,287] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-06 23:42:20,322] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-06 23:42:20,360] Click to Register button
[INFO ] [2022-10-06 23:42:20,669] Verify error message about invalid password
[INFO ] [2022-10-06 23:42:20,723] Input valid value into Firstname textbox with: Alphonse
[INFO ] [2022-10-06 23:42:20,762] Input valid value into Lastname textbox with: Kilback
[INFO ] [2022-10-06 23:42:20,798] Select Date of birthday
[INFO ] [2022-10-06 23:42:20,828] Select Month of birthday
[INFO ] [2022-10-06 23:42:20,853] Select Year of birthday
[INFO ] [2022-10-06 23:42:20,880] Input valid email to email textbox with: quinn.koelpin@yahoo.com
[INFO ] [2022-10-06 23:42:20,928] Input valid value into password textbox with: k7cmnz72l4s
[INFO ] [2022-10-06 23:42:20,979] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-06 23:42:21,023] Click to Register button
[INFO ] [2022-10-06 23:42:21,283] Verify error message about not-matched password
[INFO ] [2022-10-07 09:33:07,894] Click to Register on the header
[INFO ] [2022-10-07 09:33:09,321] Select gender in checkbox
[INFO ] [2022-10-07 09:33:09,617] Input valid value into Firstname textbox with: Gala
[INFO ] [2022-10-07 09:33:09,683] Input valid value into Lastname textbox with: Morissette
[INFO ] [2022-10-07 09:33:09,730] Select Date of birthday
[INFO ] [2022-10-07 09:33:10,009] Select Month of birthday
[INFO ] [2022-10-07 09:33:10,275] Select Year of birthday
[INFO ] [2022-10-07 09:33:10,561] Input valid email to email textbox with: charisse.nitzsche@hotmail.com
[INFO ] [2022-10-07 09:33:10,607] Input valid value into password textbox with: s038i8tx
[INFO ] [2022-10-07 09:33:10,662] Input valid value into confirm password textbox with: s038i8tx
[INFO ] [2022-10-07 09:33:10,729] Click to Register button
[INFO ] [2022-10-07 09:33:11,977] Click on Continue buton to return to homepage
[INFO ] [2022-10-07 09:33:17,725] Click to login button on the header to navigate to login page
[INFO ] [2022-10-07 09:33:17,892] Click to login button on the header to navigate to login page
[INFO ] [2022-10-07 09:33:17,892] Click to Register on the header
[INFO ] [2022-10-07 09:33:18,490] Click to Register button
[INFO ] [2022-10-07 09:33:18,663] Click to Log in button in login page to show required message at email
[INFO ] [2022-10-07 09:33:18,859] Verify Required message of Firstname field
[INFO ] [2022-10-07 09:33:18,906] Verify Required message of Lastname field
[INFO ] [2022-10-07 09:33:18,953] Verify Required message of Email field
[INFO ] [2022-10-07 09:33:18,974] Verify required message at email textbox
[INFO ] [2022-10-07 09:33:18,992] Verify Required message of Password field
[INFO ] [2022-10-07 09:33:19,026] Verify Required message of Confirm Password field
[INFO ] [2022-10-07 09:33:19,027] Input invalid email to Email textbox
[INFO ] [2022-10-07 09:33:19,073] Click to Register on the header
[INFO ] [2022-10-07 09:33:19,083] Pre-condition - Input valid email with: charisse.nitzsche@hotmail.com
[INFO ] [2022-10-07 09:33:19,120] Input to password textbox
[INFO ] [2022-10-07 09:33:19,163] Pre-condition - Input to password textbox
[INFO ] [2022-10-07 09:33:19,175] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 09:33:19,225] Pre-condition - Click to Log in button
[INFO ] [2022-10-07 09:33:19,464] Verify error message at email textbox
[INFO ] [2022-10-07 09:33:19,501] Input not-existed email to Email textbox with: valeria.cummerata@hotmail.com
[INFO ] [2022-10-07 09:33:19,549] Select gender in checkbox
[INFO ] [2022-10-07 09:33:19,610] Input to password textbox
[INFO ] [2022-10-07 09:33:19,657] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 09:33:19,831] Input valid value into Firstname textbox with: Mica
[INFO ] [2022-10-07 09:33:19,879] Input valid value into Lastname textbox with: Nitzsche
[INFO ] [2022-10-07 09:33:19,943] Select Date of birthday
[INFO ] [2022-10-07 09:33:20,105] Verify error message with non-existed mail
[INFO ] [2022-10-07 09:33:20,156] Input existed email to Email textbox with:  but not input passwordcharisse.nitzsche@hotmail.com
[INFO ] [2022-10-07 09:33:20,255] Select Month of birthday
[INFO ] [2022-10-07 09:33:20,255] Click to Log in button in login page to show error message at email
